Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Kitchen Qual_num,Exter Qual_num,Bsmt Qual_num,Premium_Neighborhood,Composite_Score,High_Value
2775,907175060,20,RL,79.0,9236,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200.0,Unf,0.0,279.0,1479.0,GasA,Ex,Y,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1997.0,RFn,2.0,576.0,TA,TA,Y,168,27,0,0,0,0,,,,0,7,2006,WD ,Normal,217000,4,3,4.0,0.0,0.3274686961226351,0
2776,907180120,20,RL,78.0,10264,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162.0,Unf,0.0,426.0,1588.0,GasA,Ex,Y,SBrkr,1588,0,0,1588,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1999.0,RFn,2.0,472.0,TA,TA,Y,158,29,0,0,0,0,,,,0,8,2006,WD ,Normal,214000,4,4,4.0,0.0,0.36250999182446525,0
2777,907181090,60,RL,68.0,9272,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,500.0,Unf,0.0,342.0,842.0,GasA,Ex,Y,SBrkr,856,893,0,1749,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,1999.0,RFn,2.0,515.0,TA,TA,Y,140,85,0,0,0,0,,,,0,6,2006,WD ,Normal,196000,4,4,4.0,0.0,0.35851788055738554,0
2778,907187010,60,RL,72.0,13426,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,894.0,Unf,0.0,57.0,951.0,GasA,Ex,Y,SBrkr,951,828,0,1779,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,Fin,2.0,586.0,TA,TA,Y,208,107,0,0,0,0,,,,0,9,2006,WD ,Normal,217000,4,4,4.0,0.0,0.3705207051051388,0
2779,907192010,60,RL,95.0,13450,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,700.0,Unf,0.0,216.0,916.0,GasA,Ex,Y,SBrkr,920,941,0,1861,1.0,0.0,2,1,3,1,Gd,8,Typ,0,,BuiltIn,2002.0,RFn,2.0,492.0,TA,TA,Y,146,91,0,0,0,0,,,,0,6,2006,WD ,Normal,200000,4,4,4.0,0.0,0.36190961255942244,0
2780,907194130,60,RL,65.0,14006,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,TA,PConc,Gd,TA,,Unf,0.0,Unf,0.0,936.0,936.0,GasA,Ex,Y,SBrkr,936,840,0,1776,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2002.0,RFn,2.0,474.0,TA,TA,Y,144,96,0,0,0,0,,,,0,2,2006,WD ,Normal,192500,4,4,4.0,0.0,0.3658746235018043,0
2781,907196020,20,RL,118.0,13704,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1541.0,1541.0,GasA,Ex,Y,SBrkr,1541,0,0,1541,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,3.0,843.0,TA,TA,Y,468,81,0,0,0,0,,,,0,1,2006,WD ,Normal,205000,4,4,4.0,0.0,0.387803749513386,0
2782,907200170,80,RL,55.0,10780,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,483.0,Unf,0.0,428.0,911.0,GasA,Gd,Y,SBrkr,954,0,0,954,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1976.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD ,Normal,132500,3,3,3.0,0.0,0.26389106556089065,0
2783,907201160,60,RL,50.0,8340,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,BrkFace,62.0,TA,TA,CBlock,Gd,TA,Av,GLQ,509.0,Unf,0.0,166.0,675.0,GasA,TA,Y,SBrkr,686,702,0,1388,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Attchd,1977.0,Unf,1.0,317.0,TA,TA,Y,406,36,0,0,0,0,,,,0,12,2006,WD ,Normal,157500,3,3,4.0,0.0,0.30019623816319646,0
2784,907201230,80,RL,42.0,10385,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,123.0,TA,TA,CBlock,TA,Gd,Av,ALQ,595.0,LwQ,400.0,0.0,995.0,GasA,TA,Y,SBrkr,1282,0,0,1282,0.0,1.0,2,0,3,1,TA,6,Typ,0,,Detchd,1989.0,Unf,3.0,672.0,Fa,TA,Y,386,0,0,0,0,0,,,,0,4,2006,WD ,Normal,174000,3,3,3.0,0.0,0.3277224922934733,0
2785,907202140,20,RL,69.0,9920,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,523.0,Unf,0.0,448.0,971.0,GasA,TA,Y,SBrkr,971,0,0,971,0.0,0.0,1,1,3,1,TA,5,Typ,1,Po,Attchd,1969.0,Unf,1.0,300.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2006,WD ,Normal,128500,3,3,4.0,0.0,0.27307696878287746,0
2786,907203010,20,RL,120.0,9560,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,360.0,Unf,0.0,504.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1972.0,RFn,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2006,WD ,Normal,128500,3,3,3.0,0.0,0.27065996659430913,0
2787,907203040,20,RL,70.0,9800,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,No,ALQ,894.0,Unf,0.0,0.0,894.0,GasA,TA,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1975.0,Unf,2.0,552.0,TA,TA,Y,256,0,0,0,0,0,,GdWo,,0,7,2006,WD ,Abnorml,149900,3,3,3.0,0.0,0.2874020784731287,0
2788,907227090,20,RL,60.0,7200,Pave,,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1972,1972,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,437.0,Unf,0.0,427.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1977.0,Unf,1.0,297.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,3,2006,WD ,Normal,119900,3,3,3.0,0.0,0.2836514805611938,0
2789,907230240,160,RH,,3612,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Landmrk,Norm,Norm,Twnhs,2Story,6,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338.0,Unf,0.0,292.0,630.0,GasA,Ex,Y,SBrkr,630,690,0,1320,0.0,0.0,2,1,3,1,TA,5,Typ,0,,Detchd,1993.0,Unf,2.0,484.0,TA,TA,Y,0,48,0,0,0,0,,MnPrv,,0,6,2006,WD ,Normal,137000,3,3,4.0,0.0,0.30197097259350436,0
2790,907251100,60,RL,90.0,11367,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,932.0,Unf,0.0,133.0,1065.0,GasA,Ex,Y,SBrkr,1091,898,0,1989,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2.0,586.0,TA,TA,Y,199,60,0,0,0,0,,,,0,11,2006,WD ,Normal,255000,4,4,4.0,0.0,0.403456744934527,1
2791,907252050,60,RL,,9930,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,199.0,Gd,TA,PConc,Gd,TA,No,GLQ,456.0,Unf,0.0,370.0,826.0,GasA,Ex,Y,SBrkr,878,884,0,1762,0.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,2002.0,Fin,2.0,591.0,TA,TA,Y,320,54,0,0,0,0,,,,0,7,2006,WD ,Normal,222000,4,4,4.0,0.0,0.3618182934032001,0
2792,907254050,60,RL,45.0,9468,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,TA,TA,PConc,Gd,TA,Mn,GLQ,639.0,Unf,0.0,201.0,840.0,GasA,Ex,Y,SBrkr,840,915,0,1755,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1999.0,RFn,2.0,530.0,TA,TA,Y,176,73,0,0,0,0,,,,0,8,2006,WD ,Normal,214000,3,3,4.0,0.0,0.3237194836524375,0
2793,907255010,20,RL,,11088,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,Stucco,Stucco,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,872.0,Unf,0.0,476.0,1348.0,GasA,Ex,Y,SBrkr,1358,0,0,1358,1.0,0.0,1,1,1,1,Gd,5,Typ,1,TA,Attchd,2002.0,Unf,2.0,418.0,TA,TA,Y,68,166,0,0,0,0,,,,0,6,2006,WD ,Normal,220000,4,4,4.0,0.0,0.3795824215153762,0
2794,907255050,20,RL,,14781,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,1753.0,1753.0,GasA,Ex,Y,SBrkr,1787,0,0,1787,0.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,RFn,3.0,748.0,TA,TA,Y,198,150,0,0,0,0,,,,0,8,2006,WD ,Normal,275000,4,4,4.0,0.0,0.41958556481246934,1
2795,907262080,60,RL,70.0,8726,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,872.0,872.0,GasA,Ex,Y,SBrkr,872,1037,0,1909,0.0,0.0,2,1,4,1,Gd,8,Typ,0,,BuiltIn,2002.0,RFn,2.0,529.0,TA,TA,Y,0,108,0,0,0,0,,,,0,9,2006,WD ,Normal,197000,4,4,4.0,0.0,0.3629529844718484,0
2796,907265030,20,RL,,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Stone,295.0,Gd,TA,PConc,Gd,TA,No,GLQ,986.0,Unf,0.0,668.0,1654.0,GasA,Ex,Y,SBrkr,1654,0,0,1654,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2002.0,Unf,3.0,900.0,TA,TA,Y,0,136,0,0,0,0,,,,0,2,2006,WD ,Normal,230000,4,4,4.0,0.0,0.3866203857058198,0
2797,907270050,60,RL,67.0,10566,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,261.0,Gd,TA,PConc,Gd,TA,Av,GLQ,920.0,Unf,0.0,170.0,1090.0,GasA,Ex,Y,SBrkr,1090,1124,0,2214,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1999.0,Fin,3.0,646.0,TA,TA,Y,197,80,0,0,0,0,,,,0,7,2006,WD ,Normal,268500,4,4,4.0,0.0,0.4161011575132978,1
2798,907275030,60,RL,,21533,Pave,,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Feedr,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1065.0,1065.0,GasA,Ex,Y,SBrkr,1065,984,0,2049,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1997.0,Unf,2.0,467.0,TA,TA,Y,120,48,0,0,0,0,,,,0,8,2006,WD ,Normal,210900,4,4,4.0,0.0,0.3749308385534128,0
2799,907285010,60,RL,90.0,11250,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,TA,TA,PConc,Gd,TA,Mn,ALQ,796.0,Unf,0.0,258.0,1054.0,GasA,Ex,Y,SBrkr,1070,869,0,1939,0.0,1.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998.0,RFn,3.0,555.0,TA,TA,Y,128,84,0,0,0,0,,,,0,5,2006,WD ,Normal,227000,4,3,4.0,0.0,0.37036118644658267,0
2800,907285100,60,RL,90.0,11250,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,PConc,Gd,Gd,Av,GLQ,685.0,Unf,0.0,245.0,930.0,GasA,Ex,Y,SBrkr,950,1045,0,1995,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1995.0,RFn,2.0,610.0,TA,TA,Y,275,170,0,0,0,0,,,,0,7,2006,WD ,Normal,237000,4,4,4.0,0.0,0.37565618035348064,0
2801,907290020,60,RL,75.0,9750,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,975.0,Unf,0.0,133.0,1108.0,GasA,Ex,Y,SBrkr,1108,989,0,2097,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Detchd,1998.0,RFn,2.0,583.0,TA,TA,Y,253,170,0,0,0,0,,,,0,6,2006,WD ,Normal,274300,4,3,4.0,0.0,0.3835345316900367,0
2802,907290080,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1836.0,1860.0,GasA,Ex,Y,SBrkr,1836,0,0,1836,0.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2.0,484.0,TA,TA,Y,120,33,0,0,0,0,,,,0,10,2006,WD ,Normal,216837,4,4,4.0,0.0,0.37794445388398124,0
2803,907290160,120,RM,37.0,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,717.0,Unf,0.0,131.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,4,Typ,0,,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,,,,0,4,2006,WD ,Normal,133000,4,4,4.0,0.0,0.29990202132572374,0
2804,907290230,120,RM,37.0,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,,,,0,5,2006,WD ,Normal,155900,4,4,4.0,0.0,0.3061520213257237,0
2805,907290260,60,RL,120.0,15611,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1079.0,1079.0,GasA,Ex,Y,SBrkr,1079,840,0,1919,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2.0,685.0,Gd,TA,Y,0,51,0,0,0,0,,,,0,7,2006,New,Partial,233230,4,4,4.0,0.0,0.40693067221835977,1
2806,907401050,20,RL,70.0,8810,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1000.0,Unf,0.0,390.0,1390.0,GasA,Ex,Y,SBrkr,1390,0,0,1390,1.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2003.0,RFn,2.0,545.0,TA,TA,Y,0,68,0,0,0,0,,,,0,3,2006,WD ,Normal,207000,4,4,4.0,0.0,0.3582410098036087,0
2807,907401080,60,RL,41.0,12393,Pave,,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,1101,0,1948,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,434.0,TA,TA,Y,100,48,0,0,0,0,,,,0,9,2006,WD ,Normal,195000,4,4,4.0,0.0,0.36671844971277157,0
2808,907405030,20,RL,70.0,9135,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340.0,Unf,0.0,1342.0,1682.0,GasA,Ex,Y,SBrkr,1700,0,0,1700,1.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2003.0,RFn,2.0,544.0,TA,TA,Y,192,23,0,0,0,0,,,,0,5,2006,WD ,Normal,200000,4,4,4.0,0.0,0.34163940111796115,0
2809,907410040,60,RL,74.0,8581,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,Gd,Mn,Unf,0.0,Unf,0.0,851.0,851.0,GasA,Ex,Y,SBrkr,851,886,0,1737,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2006.0,RFn,2.0,578.0,TA,TA,Y,0,105,0,0,0,0,,,,0,8,2006,New,Partial,203160,4,4,4.0,0.0,0.3607520480564956,0
2810,907410100,60,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,784.0,784.0,GasA,Ex,Y,SBrkr,784,827,0,1611,0.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,2005.0,RFn,2.0,572.0,TA,TA,Y,144,36,0,0,0,0,,,,0,3,2006,WD ,Normal,195800,4,4,4.0,0.0,0.35680108926191617,0
2811,907410110,20,RL,84.0,10084,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1528.0,1552.0,GasA,Ex,Y,SBrkr,1552,0,0,1552,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,3.0,782.0,TA,TA,Y,144,20,0,0,0,0,,,,0,7,2006,New,Partial,212900,4,4,4.0,0.0,0.3787163672368974,0
2812,907412010,60,RL,89.0,11645,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,860.0,860.0,GasA,Ex,Y,SBrkr,860,860,0,1720,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,2.0,565.0,TA,TA,Y,0,70,0,0,0,0,,,,0,8,2006,WD ,Normal,196500,4,4,4.0,0.0,0.3605984682923858,0
2813,907414040,20,RL,65.0,8772,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,996.0,Unf,0.0,340.0,1336.0,GasA,Ex,Y,SBrkr,1336,0,0,1336,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2005.0,Unf,2.0,502.0,TA,TA,Y,136,43,0,0,0,0,,,,0,9,2006,New,Partial,198000,4,4,4.0,0.0,0.35461549954268023,0
2814,907418020,60,RL,68.0,8846,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,750.0,750.0,GasA,Ex,Y,SBrkr,750,750,0,1500,0.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,2005.0,RFn,2.0,564.0,TA,TA,Y,0,35,0,0,0,0,,,,0,8,2006,New,Partial,173900,4,3,4.0,0.0,0.31808999386513737,0
2815,907420070,60,RL,65.0,8461,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2.0,390.0,TA,TA,Y,0,24,0,0,0,0,,,,0,7,2006,New,Partial,163990,4,4,4.0,0.0,0.32431144536667234,0
2816,907420090,20,RL,65.0,8767,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1286.0,1310.0,GasA,Ex,Y,SBrkr,1310,0,0,1310,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,New,Partial,164990,4,4,4.0,0.0,0.35584460369648757,0
2817,908102020,70,RL,67.0,8777,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,2Story,4,6,1910,2000,Gable,CompShg,Plywood,Plywood,,0.0,TA,Gd,CBlock,Gd,TA,No,Rec,173.0,BLQ,337.0,166.0,676.0,GasA,Gd,Y,SBrkr,760,676,0,1436,1.0,0.0,2,0,3,1,TA,6,Min1,0,,Attchd,1950.0,Unf,2.0,528.0,TA,TA,Y,147,0,0,0,0,0,,,Shed,420,10,2006,WD ,Normal,98000,3,3,4.0,0.0,0.26669920382443574,0
2818,908102320,20,RL,134.0,17755,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176.0,Unf,0.0,1290.0,1466.0,GasA,TA,Y,SBrkr,1466,0,0,1466,0.0,0.0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,1959.0,Fin,2.0,528.0,TA,TA,Y,0,140,0,0,100,0,,,,0,11,2006,WD ,Normal,149900,2,3,3.0,0.0,0.27493524780319273,0
